,Country_Region,Confirmed,Deaths,Active,Deaths_per_100,iso3,Population,Lat,Long,Continent,Cases_per_million,Confirmed_last_week,Deaths_last_week,New_cases_last_week,New_deaths_last_week,Confirmed_last_month,Deaths_last_month,New_cases_last_month,New_deaths_last_month
130,Norway,1423509.0,2871.0,0.0,0.2016847101072069,NOR,5421242.0,60.472,8.4689,Europe,262579.8663848616,1419507.0,2783.0,4002.0,88.0,1396911.0,2339.0,26598.0,532.0
131,Oman,388995.0,4257.0,0.0,1.0943585393128448,OMN,5106622.0,21.512583,55.923255,Asia,76174.6218929069,388795.0,4257.0,200.0,0.0,387922.0,4250.0,1073.0,7.0
132,Pakistan,1527751.0,30369.0,0.0,1.9878239320412816,PAK,220892331.0,30.3753,69.3451,Asia,6916.269990378253,1527248.0,30363.0,503.0,6.0,1523900.0,30345.0,3851.0,24.0
133,Palau,4396.0,6.0,0.0,0.1364877161055505,PLW,18008.0,7.515,134.5825,Oceania,244113.7272323412,4190.0,6.0,206.0,0.0,3987.0,6.0,409.0,0.0
134,Panama,771486.0,8182.0,0.0,1.0605506775236362,PAN,4314768.0,8.538,-80.7821,North America,178801.27042751777,768470.0,8178.0,3016.0,4.0,763280.0,8163.0,8206.0,19.0
135,Papua New Guinea,43732.0,649.0,0.0,1.484039147534986,PNG,8947027.0,-6.314993,143.95555,Oceania,4887.880633421582,43660.0,649.0,72.0,0.0,43076.0,640.0,656.0,9.0
136,Paraguay,649034.0,18795.0,0.0,2.89584212845552,PRY,7132530.0,-23.4425,-58.4438,South America,90996.32248304598,648446.0,18734.0,588.0,61.0,647836.0,18663.0,1198.0,132.0
137,Peru,3559343.0,212724.0,0.0,5.976496224162718,PER,32971846.0,-9.19,-75.0152,South America,107950.97732774804,3555139.0,212619.0,4204.0,105.0,3544862.0,212102.0,14481.0,622.0
138,Philippines,3684300.0,60179.0,0.0,1.6333903319490812,PHL,109581085.0,12.879721,121.774017,Asia,33621.678412839225,3682847.0,59964.0,1453.0,215.0,3676665.0,58884.0,7635.0,1295.0
139,Poland,5990853.0,115948.0,0.0,1.9354172102036222,POL,37846605.0,51.9194,19.1451,Europe,158293.00937296756,5984940.0,115838.0,5913.0,110.0,5939735.0,114821.0,51118.0,1127.0
140,Portugal,3791744.0,22162.0,0.0,0.5844803868615602,PRT,10196707.0,39.3999,-8.2245,Europe,371859.6601824491,3719485.0,21993.0,72259.0,169.0,3534003.0,21545.0,257741.0,617.0
141,Qatar,364089.0,677.0,0.0,0.18594354677015784,QAT,2881060.0,25.3548,51.1839,Asia,126373.27927915419,363443.0,677.0,646.0,0.0,360704.0,677.0,3385.0,0.0
142,Romania,2887824.0,65421.0,0.0,2.265408141216362,ROU,19237682.0,45.9432,24.9668,Europe,150112.88782089236,2881322.0,65331.0,6502.0,90.0,2838849.0,64895.0,48975.0,526.0
143,Russia,17864332.0,367203.0,0.0,2.055509268412611,RUS,145934460.0,61.52401,105.318756,Europe,122413.3902301074,17801103.0,365774.0,63229.0,1429.0,17481799.0,359693.0,382533.0,7510.0
144,Rwanda,129772.0,1459.0,0.0,1.124279505594427,RWA,12952209.0,-1.9403,29.8739,Africa,10019.294778211191,129760.0,1459.0,12.0,0.0,129708.0,1459.0,64.0,0.0
145,Saint Kitts and Nevis,5561.0,43.0,0.0,0.7732422226218306,KNA,53192.0,17.357822,-62.782998,North America,104545.79636035493,5557.0,43.0,4.0,0.0,5548.0,42.0,13.0,1.0
146,Saint Lucia,23239.0,368.0,0.0,1.5835449029648436,LCA,183629.0,13.9094,-60.9789,North America,126554.08459448128,23094.0,367.0,145.0,1.0,22919.0,365.0,320.0,3.0
147,Saint Vincent and the Grenadines,8383.0,106.0,0.0,1.264463795777168,VCT,110947.0,12.9843,-61.2872,North America,75558.60005227721,8348.0,106.0,35.0,0.0,8332.0,106.0,51.0,0.0
148,Samoa,7185.0,13.0,0.0,0.18093249826026445,WSM,196130.0,-13.759,-172.1046,Oceania,36633.86529342783,4793.0,10.0,2392.0,3.0,889.0,0.0,6296.0,13.0
149,San Marino,16186.0,114.0,0.0,0.7043123687137032,SMR,33938.0,43.9424,12.4578,Europe,476928.5167069361,15874.0,114.0,312.0,0.0,15125.0,112.0,1061.0,2.0
150,Sao Tome and Principe,5953.0,73.0,0.0,1.226272467663363,STP,219161.0,0.1864,6.6131,Africa,27162.679491332856,5948.0,73.0,5.0,0.0,5945.0,73.0,8.0,0.0
151,Saudi Arabia,753332.0,9076.0,0.0,1.2047808934175106,SAU,34813867.0,23.885942,45.079162,Asia,21638.848680613388,752479.0,9068.0,853.0,8.0,750258.0,9038.0,3074.0,38.0
152,Senegal,85984.0,1966.0,0.0,2.2864719017491626,SEN,16743930.0,14.4974,-14.4524,Africa,5135.23408184339,85967.0,1965.0,17.0,1.0,85860.0,1964.0,124.0,2.0
153,Serbia,2001144.0,15953.0,0.0,0.7971940050291234,SRB,8737370.0,44.0165,21.0059,Europe,229032.7638637256,1995351.0,15923.0,5793.0,30.0,1967771.0,15746.0,33373.0,207.0
154,Seychelles,42079.0,165.0,0.0,0.3921195845908885,SYC,98340.0,-4.6796,55.492,Africa,427893.02420174907,41660.0,164.0,419.0,1.0,40044.0,163.0,2035.0,2.0
155,Sierra Leone,7681.0,125.0,0.0,1.627392266631949,SLE,7976985.0,8.460555,-11.779889,Africa,962.8951289240233,7681.0,125.0,0.0,0.0,7674.0,125.0,7.0,0.0
156,Singapore,1180124.0,1325.0,0.0,0.11227633706288492,SGP,5850343.0,1.2833,103.8333,Asia,201718.77101906677,1157251.0,1313.0,22873.0,12.0,1067157.0,1246.0,112967.0,79.0
157,Slovakia,2519448.0,19829.0,0.0,0.7870374780507476,SVK,5434712.0,48.669,19.699,Europe,463584.4548892379,2505968.0,19721.0,13480.0,108.0,2408571.0,19251.0,110877.0,578.0
158,Slovenia,1003970.0,6576.0,0.0,0.6549996513840054,SVN,2078932.0,46.1512,14.9955,Europe,482925.84846450004,996832.0,6556.0,7138.0,20.0,955473.0,6471.0,48497.0,105.0
159,Solomon Islands,12437.0,139.0,0.0,1.117632869663102,SLB,652858.0,-9.6457,160.1562,Oceania,19050.084398138646,12437.0,139.0,0.0,0.0,10426.0,129.0,2011.0,10.0
160,Somalia,26485.0,1361.0,0.0,5.138757787426845,SOM,15893219.0,5.152149,46.199616,Africa,1666.4339678450287,26471.0,1361.0,14.0,0.0,26410.0,1361.0,75.0,0.0
161,South Africa,3759689.0,100298.0,0.0,2.66772065455414,ZAF,59308690.0,-30.5595,22.9375,Africa,63391.87393955253,3740398.0,100144.0,19291.0,154.0,3712263.0,99965.0,47426.0,333.0
162,South Sudan,17422.0,138.0,0.0,0.7921019400757663,SSD,11193729.0,6.877,31.307,Africa,1556.407163332255,17369.0,138.0,53.0,0.0,17184.0,138.0,238.0,0.0
163,Spain,11736893.0,103721.0,0.0,0.8837176925784362,ESP,46754783.0,40.463667,-3.74922,Europe,251030.85175264312,11662214.0,103104.0,74679.0,617.0,11451676.0,102392.0,285217.0,1329.0
164,Sri Lanka,663131.0,16502.0,0.0,2.488497747805486,LKA,21413250.0,7.873054,80.771797,Asia,30968.255636113154,662827.0,16495.0,304.0,7.0,660797.0,16454.0,2334.0,48.0
165,Sudan,62093.0,4930.0,0.0,7.939703348203502,SDN,43849269.0,12.8628,30.2176,Africa,1416.0555333316959,62057.0,4929.0,36.0,1.0,61889.0,4901.0,204.0,29.0
166,Suriname,79302.0,1327.0,0.0,1.673349978562962,SUR,586634.0,3.9193,-56.0278,South America,135181.39078198673,79276.0,1325.0,26.0,2.0,79150.0,1324.0,152.0,3.0
167,Sweden,2498388.0,18689.0,0.0,0.7480423376993485,SWE,10099270.0,60.128161,18.643501,Europe,247383.0286743497,2495996.0,18605.0,2392.0,84.0,2481736.0,18189.0,16652.0,500.0
168,Switzerland,3596855.0,13676.0,0.0,0.38022105422653957,CHE,8654618.0,46.8182,8.2275,Europe,415599.50999570405,3568616.0,13647.0,28239.0,29.0,3419549.0,13507.0,177306.0,169.0
169,Syria,55795.0,3150.0,0.0,5.645667174478,SYR,17500657.0,34.802075,38.996815,Asia,3188.1660214242243,55769.0,3149.0,26.0,1.0,55634.0,3131.0,161.0,19.0
170,Taiwan*,51298.0,856.0,0.0,1.6686810401964989,TWN,23816775.0,23.7,121.0,Asia,2153.860041924232,33205.0,854.0,18093.0,2.0,22566.0,853.0,28732.0,3.0
171,Tajikistan,17786.0,125.0,0.0,0.7027999550208028,TJK,9537642.0,38.861,71.2761,Asia,1864.8215145840031,17786.0,125.0,0.0,0.0,17786.0,125.0,0.0,0.0
172,Tanzania,33864.0,803.0,0.0,2.3712497047011576,TZA,59734213.0,-6.369028,34.888822,Africa,566.9112942025369,33851.0,803.0,13.0,0.0,33797.0,800.0,67.0,3.0
173,Thailand,4165874.0,27775.0,0.0,0.6667268381136828,THA,69799978.0,15.870032,100.992541,Asia,59683.02740725793,4029959.0,26882.0,135915.0,893.0,3529085.0,24799.0,636789.0,2976.0
174,Timor-Leste,22860.0,130.0,0.0,0.5686789151356081,TLS,1318442.0,-8.874217,125.727539,Asia,17338.646675394142,22853.0,130.0,7.0,0.0,22821.0,130.0,39.0,0.0
175,Togo,36977.0,273.0,0.0,0.7382967790788869,TGO,8278737.0,8.6195,0.8248,Africa,4466.502559508775,36962.0,273.0,15.0,0.0,36911.0,272.0,66.0,1.0
176,Tonga,9553.0,11.0,0.0,0.1151470742175233,TON,105697.0,-21.179,-175.1982,Oceania,90380.9947302194,8922.0,11.0,631.0,0.0,5332.0,2.0,4221.0,9.0
177,Trinidad and Tobago,144359.0,3812.0,0.0,2.6406389625863302,TTO,1399491.0,10.6918,-61.2225,North America,103151.07421198135,142076.0,3800.0,2283.0,12.0,136561.0,3729.0,7798.0,83.0
178,Tunisia,1039532.0,28533.0,0.0,2.744792849089783,TUN,11818618.0,33.886917,9.537499,Africa,87957.15370443481,1038668.0,28509.0,864.0,24.0,1033731.0,28165.0,5801.0,368.0
179,Turkey,15016270.0,98676.0,0.0,0.6571272359913614,TUR,84339067.0,38.9637,35.2433,Asia,178046.4325032194,14991669.0,98551.0,24601.0,125.0,14789483.0,97736.0,226787.0,940.0
180,US,80971778.0,991228.0,0.0,1.2241647948004797,USA,329466283.0,40.0,-100.0,North America,245766.50837439412,80625982.0,988629.0,345796.0,2599.0,79949465.0,977090.0,1022313.0,14138.0
181,Uganda,164069.0,3597.0,0.0,2.1923702832344927,UGA,45741000.0,1.373333,32.290275,Africa,3586.91327255635,164051.0,3597.0,18.0,0.0,163843.0,3595.0,226.0,2.0
182,Ukraine,5040518.0,112459.0,0.0,2.231100057573448,UKR,43733759.0,48.3794,31.1656,Europe,115254.62515124757,5040518.0,112459.0,0.0,0.0,5040518.0,112459.0,0.0,0.0
183,United Arab Emirates,896892.0,2302.0,0.0,0.2566641245545729,ARE,9890400.0,23.424076,53.847818,Asia,90683.08662945888,895264.0,2302.0,1628.0,0.0,889797.0,2302.0,7095.0,0.0
184,United Kingdom,22106306.0,173985.0,0.0,0.7870378705515069,GBR,67886004.0,55.3781,-3.436,Europe,325638.63974082196,21916961.0,172014.0,189345.0,1971.0,20848913.0,165046.0,1257393.0,8939.0
185,Uruguay,895775.0,7197.0,0.0,0.8034383634283163,URY,3473727.0,-32.5228,-55.7658,South America,257871.44470477963,895592.0,7193.0,183.0,4.0,883354.0,7150.0,12421.0,47.0
186,Uzbekistan,238442.0,1637.0,0.0,0.6865401229649138,UZB,33469199.0,41.377491,64.585262,Asia,7124.221885322083,238252.0,1637.0,190.0,0.0,237589.0,1637.0,853.0,0.0
187,Vanuatu,6793.0,12.0,0.0,0.17665243633151773,VUT,292680.0,-15.3767,166.9592,Oceania,23209.6487631543,6314.0,7.0,479.0,5.0,2204.0,1.0,4589.0,11.0
188,Venezuela,522121.0,5705.0,0.0,1.0926585982942651,VEN,28435943.0,6.4238,-66.5897,South America,18361.304212770436,522034.0,5701.0,87.0,4.0,520077.0,5677.0,2044.0,28.0
189,Vietnam,10554689.0,43004.0,0.0,0.4074397644497152,VNM,97338583.0,14.058324,108.277199,Asia,108432.73730417875,10417887.0,42934.0,136802.0,70.0,8919557.0,42258.0,1635132.0,746.0
190,West Bank and Gaza,656876.0,5657.0,0.0,0.8611975471778539,PSE,5101416.0,31.9522,35.2332,Asia,128763.46488896415,656617.0,5656.0,259.0,1.0,655468.0,5649.0,1408.0,8.0
191,Winter Olympics 2022,535.0,0.0,0.0,0.0,,,39.9042,116.4074,Europe,,535.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0
192,Yemen,11818.0,2148.0,0.0,18.175664240988322,YEM,29825968.0,15.552727,48.516388,Asia,396.2319010065323,11817.0,2148.0,1.0,0.0,11803.0,2142.0,15.0,6.0
193,Zambia,318984.0,3974.0,0.0,1.2458305118752038,ZMB,18383956.0,-13.133897,27.849332,Africa,17351.21646287665,318467.0,3973.0,517.0,1.0,316501.0,3966.0,2483.0,8.0
194,Zimbabwe,247524.0,5468.0,0.0,2.2090787155992957,ZWE,14862927.0,-19.015438,29.154857,Africa,16653.78562378729,247237.0,5462.0,287.0,6.0,245645.0,5436.0,1879.0,32.0
